1609336839,359.3
1609336840,359.3
1609336841,359.3
1609336842,359.3
1609336843,359.3
1609336844,359.3
1609336845,359.3
1609336846,359.3
1609336847,359.3
1609336848,359.3
1609336849,359.3
1609336851,359.3
1609336852,359.3
1609336853,359.3
1609336854,359.3
1609336855,359.3
1609336856,359.3
1609336857,359.3
1609336858,359.3
1609336859,359.3
1609336860,359.3
1609336861,359.3
1609336862,359.3
1609336863,359.0
1609336864,359.0
1609336865,359.0
1609336866,359.0
1609336867,358.95
1609336868,358.95
1609336869,358.95
1609336870,358.95
1609336871,358.95
1609336872,359.0
1609336873,359.0
1609336874,359.0
1609336875,359.0
1609336876,359.0
1609336877,359.0
1609336878,359.0
1609336879,359.0
1609336880,359.0
1609336881,359.0
1609336882,359.0
1609336883,359.0
1609336884,359.0
1609336885,359.0
1609336886,359.0
1609336887,359.0
1609336888,359.0
1609336889,359.0
1609336890,359.0
1609336891,359.0
1609336892,359.0
1609336893,359.0
1609336894,359.0
1609336895,359.0
1609336896,358.5
1609336897,358.5
1609336898,358.74
1609336899,358.74
1609336900,359.0
1609336901,359.0
1609336902,359.0
1609336903,359.0
1609336904,359.0
1609336905,359.0
1609336906,359.0
1609336907,359.0
1609336908,359.0
1609336909,359.0
1609336910,359.0
1609336911,359.0
1609336912,359.0
1609336913,358.61
1609336914,358.61
1609336915,358.61
1609336916,358.9
1609336917,358.9
1609336918,358.9
1609336919,358.96
1609336920,358.9
1609336921,358.9
1609336922,358.9
1609336923,358.9
1609336924,358.9
1609336925,358.9
1609336926,358.9
1609336927,358.96
1609336928,358.96
1609336929,358.96
1609336930,358.96
1609336931,358.96
1609336932,358.96
1609336933,358.96
1609336934,358.96
1609336935,358.96
1609336936,358.96
1609336937,358.96
1609336938,358.5
1609336939,358.5
1609336940,358.5
1609336941,358.5
1609336942,358.5
1609336943,358.97
1609336944,358.97
1609336945,358.97
1609336946,358.97
1609336947,358.97
1609336948,358.75
1609336949,358.7
1609336950,358.7
1609336951,358.7
1609336952,358.7
1609336953,358.7
1609336954,358.7
1609336955,358.7
1609336956,358.7
1609336957,358.7
1609336958,358.7
1609336959,358.7
1609336960,358.7
1609336961,358.7
1609336962,358.7
1609336963,358.7
1609336964,358.85
1609336965,358.95
1609336966,358.95
1609336967,358.61
1609336968,358.61
1609336969,358.61
1609336970,358.61
1609336971,358.61
1609336972,358.61
1609336973,358.61
1609336974,358.61
1609336975,358.61
1609336976,358.61
1609336977,358.61
1609336978,358.61
1609336979,358.61
1609336980,358.61
1609336981,358.61
1609336982,358.6
1609336983,358.6
1609336984,358.6
1609336985,358.6
1609336986,358.6
1609336987,358.6
1609336988,358.5
1609336989,358.5
1609336990,358.5
1609336991,358.5
1609336992,358.5
1609336993,358.5
1609336994,358.5
1609336995,358.5
1609336996,358.5
1609336997,358.5
1609336998,358.6
1609336999,358.5
1609337000,358.5
1609337001,358.5
1609337002,358.5
1609337003,358.5
1609337004,358.5
1609337005,358.5
1609337006,358.5
1609337007,358.6
1609337008,358.6
1609337009,358.6
1609337010,358.6
1609337011,358.6
1609337012,358.6
1609337013,358.6
1609337014,358.6
1609337015,358.6
1609337016,358.5
1609337017,358.5
1609337018,358.5
1609337019,358.5
1609337020,358.5
1609337021,358.5
1609337022,358.5
1609337023,358.5
1609337024,358.5
1609337025,358.5
1609337026,358.5
1609337027,358.5
1609337028,358.5
1609337029,358.5
1609337030,358.5
1609337031,358.5
1609337032,358.5
1609337033,358.5
1609337034,358.6
1609337035,358.6
1609337036,358.5
1609337037,358.5
1609337038,358.5
1609337039,358.5
1609337040,358.5
1609337041,358.5
1609337042,358.5
1609337043,358.5
1609337044,358.5
1609337045,358.5
1609337046,358.5
1609337047,358.5
1609337048,358.5
1609337049,358.56
1609337050,358.89
1609337051,358.89
1609337052,358.89
1609337053,358.89
1609337054,358.5
1609337055,358.5
1609337056,358.5
1609337057,358.5
1609337058,358.5
1609337059,358.5
1609337060,358.5
1609337061,358.56
1609337062,358.56
1609337063,358.56
1609337064,358.56
1609337065,358.56
1609337066,358.56
1609337067,358.5
1609337068,358.5
1609337069,358.5
1609337070,358.5
1609337071,358.5
1609337072,358.5
1609337073,358.5
1609337074,358.5
1609337075,358.5
1609337076,358.51
1609337077,358.51
1609337078,358.51
1609337079,358.51
1609337080,358.51
1609337081,358.51
1609337082,358.51
1609337083,358.51
1609337084,358.51
1609337085,358.51
1609337086,358.51
1609337087,358.51
1609337088,358.51
1609337089,358.51
1609337090,358.5
1609337091,358.51
1609337092,358.51
1609337093,358.51
1609337094,358.51
1609337095,358.51
1609337096,358.51
1609337097,358.51
1609337098,358.51
1609337099,358.51
1609337100,358.5
1609337101,358.5
1609337102,358.88
1609337103,358.885
1609337104,358.55
1609337105,358.55
1609337106,358.55
1609337107,358.55
1609337108,358.55
1609337109,358.84
1609337110,358.84
1609337111,358.5
1609337112,358.5
1609337113,358.5
1609337114,358.5
1609337115,358.5
1609337116,358.5
1609337117,358.5
1609337118,358.5
1609337119,358.5
1609337120,358.6
1609337121,358.6
1609337122,358.6
1609337123,358.6
1609337124,358.6
1609337125,358.75
1609337126,358.75
1609337127,359.0
1609337128,359.0
1609337129,358.89
1609337130,358.89
1609337131,358.89
1609337132,358.89
1609337133,358.89
1609337134,358.9
1609337135,358.58
1609337136,358.58
1609337137,358.58
1609337138,358.58
1609337139,358.58
1609337140,358.58
1609337141,358.58
1609337142,358.58
1609337143,358.58
1609337144,358.58
1609337145,358.58
1609337146,358.58
1609337147,358.58
1609337148,358.5
1609337149,358.5
1609337150,358.5
1609337151,359.0
1609337152,359.0
1609337153,359.0
1609337154,359.0
1609337155,359.0
1609337156,358.57
1609337157,358.57
1609337158,358.57
1609337159,358.57
1609337160,358.57
1609337161,358.57
1609337162,358.57
1609337163,359.0
1609337164,359.0
1609337165,359.0
1609337166,359.0
1609337167,359.0
1609337168,359.0
1609337169,359.0
1609337170,359.0
1609337171,359.0
1609337172,359.0
1609337173,358.5
1609337174,358.5
1609337175,358.5
1609337176,358.5
1609337177,358.5
1609337178,358.5
1609337179,358.5
1609337180,358.5
1609337181,358.5
1609337182,358.5
1609337183,358.5
1609337184,358.5
1609337185,358.5
1609337186,358.5
1609337187,358.5
1609337188,358.5
1609337189,358.5
1609337190,358.5
1609337191,358.5
1609337192,358.5
1609337193,358.5
1609337194,358.5
1609337195,358.5
1609337196,358.5
1609337197,358.5
1609337198,358.5
1609337199,358.5
1609337200,358.5
1609337201,358.5
1609337202,358.5
1609337203,358.5
1609337204,358.5
1609337205,358.5
1609337206,358.5
1609337207,358.5
1609337208,358.5
1609337209,358.5
1609337210,358.5
1609337211,358.5
1609337212,358.5
1609337213,358.5
1609337214,358.5
1609337215,358.5
1609337216,358.5
1609337217,358.5
1609337218,358.5
1609337219,358.5
1609337220,358.5
1609337221,358.5
1609337222,358.5
1609337223,358.5
1609337224,358.5
1609337225,358.5
1609337226,358.5
1609337227,358.5
1609337228,358.5
1609337229,358.5
1609337230,358.5
1609337231,358.5
1609337232,358.5
1609337233,358.5
1609337234,358.5
1609337235,358.5
1609337236,358.5
1609337237,358.5
1609337238,358.5
1609337239,358.5
1609337240,358.86
1609337241,358.86
1609337242,358.86
1609337243,358.86
1609337244,358.86
1609337245,358.86
1609337246,358.5
1609337247,358.5
1609337248,358.5
1609337249,358.63
1609337250,358.63
1609337251,358.63
1609337252,358.63
1609337253,358.63
1609337254,358.63
1609337255,358.63
1609337256,358.63
1609337257,358.63
1609337258,358.63
1609337259,358.63
1609337260,358.54
1609337261,358.54
1609337262,358.57
1609337263,358.54
1609337264,358.54
1609337265,358.54
1609337266,358.54
1609337267,358.54
1609337268,358.54
1609337269,358.54
1609337270,358.54
1609337271,358.54
1609337272,358.54
1609337273,358.54
1609337274,358.54
1609337275,358.54
1609337276,358.54
1609337277,358.54
1609337278,358.9
1609337279,358.9
1609337280,358.9
1609337281,358.9
1609337282,358.9
1609337283,358.9
1609337284,358.55
1609337285,358.55
1609337286,358.55
1609337287,358.55
1609337288,358.55
1609337289,358.55
1609337290,358.55
1609337291,358.55
1609337292,358.55
1609337293,358.55
1609337294,358.55
1609337295,358.55
1609337296,358.55
1609337298,358.55
1609337299,358.55
1609337300,358.55
1609337301,358.5
1609337302,358.5
1609337303,358.5
1609337304,358.5
1609337305,358.5
1609337306,358.5
1609337307,358.56
1609337308,358.56
1609337309,358.56
1609337310,358.56
1609337311,358.56
